fuelType,rating,location.city,location.country,location.state,owner.id,rate.daily,vehicle.make,vehicle.model,vehicle.type,vehicle.year
GASOLINE,4.87,Palo Alto,US,CA,270754,139,Porsche,911,car,2000
GASOLINE,4.97,San Francisco,US,CA,168282,69,BMW,3 Series,car,2017
DIESEL,4.88,Oakland,US,CA,2280266,63,Mercedes-Benz,GL-Class,suv,2009
ELECTRIC,4,Newark,US,CA,8599533,199,Tesla,Model X,suv,2018
GASOLINE,5,Pleasanton,US,CA,14388267,57,Volkswagen,Jetta,car,2012
GASOLINE,,Pleasanton,US,CA,1574980,195,Maserati,Ghibli,car,2018
HYBRID,,Emeryville,US,CA,14988284,85,BMW,5-Series,car,2019
GASOLINE,5,Oakland,US,CA,2280266,64,BMW,X1,suv,2016
ELECTRIC,5,Oklahoma City,US,OK,4278675,117,Tesla,Model 3,car,2019
ELECTRIC,5,Oklahoma City,US,OK,4865148,157,Tesla,Model S,car,2019
GASOLINE,5,Oklahoma City,US,OK,182039,79,BMW,X4,suv,2018
GASOLINE,,Edmond,US,OK,15601215,75,Ford,F-150,truck,2019
ELECTRIC,5,Oklahoma City,US,OK,15174281,152,Tesla,Model 3,car,2018
GASOLINE,,Norman,US,OK,6756264,106,Ford,F-150,truck,2018
GASOLINE,5,Mustang,US,OK,15249510,73,Cadillac,XTS,car,2017
DIESEL,5,Blanchard,US,OK,254030,30,Volkswagen,Jetta,car,2013
GASOLINE,4,Jones,US,OK,4988437,55,Toyota,Highlander,suv,2018
GASOLINE,5,Oklahoma City,US,OK,528034,49,Chevrolet,Equinox,suv,2015
GASOLINE,5,Blanchard,US,OK,254030,30,Honda,Crosstour,car,2012
GASOLINE,4.86,Blanchard,US,OK,254030,30,Hyundai,Elantra,car,2020
GASOLINE,4.96,Blanchard,US,OK,254030,28,Kia,Rio,car,2013
GASOLINE,4.83,Blanchard,US,OK,254030,28,Nissan,Versa,car,2018
DIESEL,,Oklahoma City,US,OK,15225633,100,Chevrolet,Silverado 2500HD,truck,2018
GASOLINE,4.82,Blanchard,US,OK,254030,28,Chevrolet,Spark,car,2020
GASOLINE,5,Edmond,US,OK,11499804,83,Chevrolet,Suburban,suv,2014
GASOLINE,5,Edmond,US,OK,7472911,54,Dodge,Grand Caravan,minivan,2017
GASOLINE,4.76,Oklahoma City,US,OK,4006959,45,BMW,5 Series,car,2012
GASOLINE,4.97,Oklahoma City,US,OK,4006959,39,Chevrolet,Impala,car,2016
GASOLINE,5,Oklahoma City,US,OK,4006959,49,Ford,Explorer,suv,2017
GASOLINE,4.7,Yukon,US,OK,4060612,78,Ford,F-150,truck,2010
GASOLINE,5,Oklahoma City,US,OK,9615959,135,Hyundai,Genesis G70,car,2020
GASOLINE,4.91,Oklahoma City,US,OK,4006959,41,Dodge,Charger,car,2017
GASOLINE,5,Oklahoma City,US,OK,4006959,49,Nissan,Pathfinder,suv,2016
GASOLINE,,Edmond,US,OK,11499804,48,Chrysler,300,car,2013
GASOLINE,4.7,Oklahoma City,US,OK,4006959,35,Chrysler,200,car,2015
GASOLINE,4.78,Oklahoma City,US,OK,4006959,35,Kia,Cadenza,car,2014
GASOLINE,4.97,Harrah,US,OK,3167734,37,Chevrolet,Equinox,suv,2012
GASOLINE,5,Oklahoma City,US,OK,4006959,39,Ford,EcoSport,suv,2018
GASOLINE,4.96,Oklahoma City,US,OK,4006959,35,Dodge,Avenger,car,2014
GASOLINE,,Edmond,US,OK,6052702,143,Ford,Transit Wagon,van,2018
GASOLINE,4.9,Oklahoma City,US,OK,4006959,32,Hyundai,Elantra GT,car,2013
GASOLINE,4.97,Edmond,US,OK,7472911,34,Hyundai,Sonata,car,2011
GASOLINE,4.89,Oklahoma City,US,OK,4006959,38,Volkswagen,Jetta,car,2017
GASOLINE,5,Oklahoma City,US,OK,4006959,38,Ford,Escape,suv,2016
GASOLINE,4.86,Edmond,US,OK,7472911,29,Hyundai,Sonata,car,2010
GASOLINE,5,Oklahoma City,US,OK,4006959,31,Volkswagen,Passat,car,2013
GASOLINE,5,Oklahoma City,US,OK,4006959,35,Mitsubishi,Lancer,car,2016
GASOLINE,4.94,Oklahoma City,US,OK,4006959,32,MINI,Cooper Countryman,car,2011
GASOLINE,4.98,Edmond,US,OK,7472911,20,Nissan,Altima,car,2009
ELECTRIC,4.97,PAPILLION,US,NE,6953809,159,Tesla,Model 3,car,2019
GASOLINE,5,Omaha,US,NE,3054567,49,Ford,Fusion,car,2017
GASOLINE,4.75,Omaha,US,NE,3054567,75,BMW,5 Series,car,2015
DIESEL,5,Omaha,US,NE,3054567,37,Volkswagen,Passat,car,2013
GASOLINE,4.57,Bennington,US,NE,3165595,43,Jeep,Cherokee,suv,2017
GASOLINE,4.96,Bennington,US,NE,3165595,33,Hyundai,Elantra,car,2014
DIESEL,5,Omaha,US,NE,3054567,42,Volkswagen,Golf,car,2013
GASOLINE,4.91,Bennington,US,NE,3165595,40,Jeep,Commander,suv,2010
GASOLINE,,Bellevue,US,NE,15401465,125,Toyota,Tacoma,truck,2019
GASOLINE,,Lincoln,US,NE,1506106,194,Land Rover,Range Rover,suv,2015
HYBRID,4.96,Omaha,US,NE,10560053,49,Toyota,RAV4 Hybrid,suv,2019
GASOLINE,5,Omaha,US,NE,10560053,39,Hyundai,Sonata,car,2018
GASOLINE,4.8,Papillion,US,NE,1886539,46,Ford,Fusion,car,2016
GASOLINE,,Fremont,US,NE,10457265,35,Honda,Fit,car,2015
GASOLINE,5,Omaha,US,NE,7058499,35,Nissan,Rogue,suv,2016
GASOLINE,4.86,Omaha,US,NE,1135852,36,Toyota,Yaris,car,2007
GASOLINE,4.97,Omaha,US,NE,1135852,24,Toyota,Yaris,car,2007
HYBRID,5,Riverside,US,CA,15397792,50,Toyota,Prius Prime,car,2017
GASOLINE,4.97,Corona,US,CA,4867754,57,BMW,3 Series,car,2017
GASOLINE,4.88,Corona,US,CA,4867754,57,BMW,3 Series,car,2015
ELECTRIC,5,Eastvale,US,CA,6395947,120,Tesla,Model S,car,2016
GASOLINE,5,Riverside,US,CA,15397792,55,Jeep,Wrangler,suv,2015
GASOLINE,5,Riverside,US,CA,15397792,70,BMW,4 Series Gran Coupe,car,2015
GASOLINE,,Ontario,US,CA,15796683,31,Nissan,Sentra,car,2014
ELECTRIC,4.95,Montclair,US,CA,521685,78,Tesla,Model 3,car,2018
ELECTRIC,5,San Marino,US,CA,7899439,101,Tesla,Model S,car,2015
ELECTRIC,5,Beaumont,US,CA,11179757,49,Chevrolet,Bolt EV,car,2019
GASOLINE,4.57,Upland,US,CA,12628538,26,Ford,Focus,car,2011
,4.97,Redlands,US,CA,11179757,39,Hyundai,Elantra,car,2020
ELECTRIC,5,Riverside,US,CA,2509644,166,Tesla,Model 3,car,2018
GASOLINE,5,Riverside,US,CA,15397792,119,Dodge,Challenger,car,2020
GASOLINE,,Visalia,US,CA,15789375,193,BMW,7 Series,car,2016
GASOLINE,5,Monrovia,US,CA,15501868,49,Subaru,Crosstrek,suv,2018
GASOLINE,5,Redlands,US,CA,11179757,49,Honda,Accord,car,2012
HYBRID,5,Corona,US,CA,14470825,35,Toyota,Prius,car,2014
GASOLINE,5,Ontario,US,CA,6346590,98,Audi,SQ5,suv,2018
GASOLINE,5,Chino,US,CA,894735,49,Toyota,Corolla,car,2016
ELECTRIC,5,Grand Terrace,US,CA,11303712,152,Tesla,Model Y,suv,2020
GASOLINE,5,Diamond Bar,US,CA,5314686,83,BMW,5 Series,car,2018
GASOLINE,4.83,Riverside,US,CA,10199999,80,Ford,Mustang,car,2019
GASOLINE,5,Chino,US,CA,14988012,128,Mercedes-benz,Sprinter,van,2019
GASOLINE,5,West Covina,US,CA,5414528,69,BMW,4 Series,car,2018
GASOLINE,5,Upland,US,CA,12628538,28,Hyundai,Tucson,suv,2009
GASOLINE,,Upland,US,CA,12628538,37,Hyundai,Genesis,car,2012
GASOLINE,5,Eastvale,US,CA,2197538,200,Cadillac,Escalade ESV,suv,2016
GASOLINE,,Lake Arrowhead,US,CA,15765901,75,Jeep,Gladiator,truck,2020
GASOLINE,5,San Bernardino,US,CA,15335924,37,Chevrolet,Trax,suv,2019
GASOLINE,5,Pomona,US,CA,9656584,35,Nissan,Rogue Sport,suv,2019
GASOLINE,5,San Dimas,US,CA,585870,69,Chevrolet,Traverse,suv,2019
GASOLINE,5,Buena Park,US,CA,5292463,30,Toyota,Avalon,car,2013
GASOLINE,5,El Monte,US,CA,6732603,300,Alfa Romeo,4C,car,2015
ELECTRIC,5,Corona,US,CA,9192056,99,Tesla,Model 3,car,2018
GASOLINE,4.9,Azusa,US,CA,4229573,38,Toyota,Camry,car,2018
GASOLINE,5,West Covina,US,CA,11572934,88,Infiniti,QX80,suv,2016
HYBRID,,Azusa,US,CA,4229573,42,Toyota,Camry,car,2020
GASOLINE,5,El Monte,US,CA,6348320,110,Mercedes-benz,C-Class,car,2019
HYBRID,4.79,Gardena,US,CA,3248814,239,BMW,i8,car,2015
HYBRID,5,Azusa,US,CA,4229573,35,Hyundai,Ioniq Hybrid,car,2019
GASOLINE,4.97,Azusa,US,CA,4229573,35,Toyota,RAV4,suv,2018
GASOLINE,5,Irwindale,US,CA,3240182,128,BMW,7-Series,car,2019
GASOLINE,5,Azusa,US,CA,4229573,52,Toyota,Highlander,suv,2019
ELECTRIC,,Fontana,US,CA,4935738,99,Tesla,Model 3,car,2020
GASOLINE,4.99,Riverside,US,CA,4311443,99,Maserati,Ghibli,car,2015
GASOLINE,4.96,Irwindale,US,CA,3240182,165,Porsche,911,car,2012
GASOLINE,5,La Verne,US,CA,2493988,220,Jaguar,F-TYPE,car,2017
GASOLINE,5,San Dimas,US,CA,585870,38,Chevrolet,Equinox,suv,2019
GASOLINE,4.79,Gardena,US,CA,3248814,155,Chevrolet,Corvette,car,2017
GASOLINE,4.56,Apple Valley,US,CA,957892,39,Volkswagen,Eos,car,2009
GASOLINE,4.9,El Monte,US,CA,6732603,300,Chevrolet,Corvette Stingray,car,2014
GASOLINE,,Los Angeles,US,CA,2488055,98,Mercedes-Benz,S-Class,car,2016
GASOLINE,4.87,Los Angeles,US,CA,7448259,108,Porsche,718 Boxster,car,2018
GASOLINE,5,Los Angeles,US,CA,6166638,899,Ferrari,488 Spider,car,2019
ELECTRIC,5,Palm Desert,US,CA,5107314,165,Tesla,Model S,car,2018
ELECTRIC,5,Lake Forest,US,CA,2161426,350,Tesla,Model X,suv,2019
GASOLINE,4.99,Irwindale,US,CA,3240182,123,Chevrolet,Corvette,car,2019
GASOLINE,5,Upland,US,CA,354032,32,Kia,Soul,car,2014
GASOLINE,4.91,Beaumont,US,CA,4903776,65,Chevrolet,Camaro,car,2011
GASOLINE,5,Riverside,US,CA,2087524,130,Maserati,Ghibli,car,2015
GASOLINE,4.86,Pomona,US,CA,9722950,33,Kia,Optima,car,2019
GASOLINE,4.62,Los Angeles,US,CA,3248814,175,Porsche,Cayman,car,2015
GASOLINE,,Azusa,US,CA,4229573,42,Nissan,Altima,car,2020
GASOLINE,4.87,Santa Ana,US,CA,1131429,59,Chevrolet,Camaro,car,2011
GASOLINE,5,Irwindale,US,CA,3240182,123,Chevrolet,Corvette,car,2019
GASOLINE,,Rancho Cucamonga,US,CA,15630978,59,Ford,Mustang,car,2017
GASOLINE,,Riverside,US,CA,15789375,650,Lamborghini,Urus,suv,2019
DIESEL,5,Chino Hills,US,CA,14686585,86,Porsche,Cayenne,suv,2015
GASOLINE,5,West Hollywood,US,CA,414549,165,Lexus,LC 500,car,2018
GASOLINE,5,Corona,US,CA,8556842,95,Jeep,Wrangler Unlimited,suv,2019
HYBRID,,Los Angeles,US,CA,7041072,66,BMW,X5,suv,2018
GASOLINE,4.97,Riverside,US,CA,4216964,80,Chevrolet,Silverado 1500,truck,2018
GASOLINE,5,San Dimas,US,CA,585870,37,Chevrolet,Trax,suv,2020
ELECTRIC,4.97,Los Angeles,US,CA,376701,220,Tesla,Model 3,car,2018
GASOLINE,4.96,Azusa,US,CA,4229573,38,Hyundai,Sonata,car,2019
,,Los Angeles,US,CA,2283050,999,Lamborghini,Huracan,car,2018
GASOLINE,5,Pomona,US,CA,9722950,25,Chevrolet,Spark,car,2020
GASOLINE,5,Glendale,US,CA,342612,82,BMW,X5,suv,2018
ELECTRIC,,Los Angeles,US,CA,1201947,200,Tesla,Model S,car,2017
GASOLINE,5,Brea,US,CA,15038674,169,Land Rover,Range Rover Sport,suv,2019
GASOLINE,5,Eastvale,US,CA,2197538,86,Jeep,Wrangler Unlimited,suv,2019
GASOLINE,,Los Angeles,US,CA,7560401,299,Mercedes-Benz,S-Class,car,2018
HYBRID,5,Los Angeles,US,CA,2283050,275,Mercedes-Benz,S-Class,car,2017
GASOLINE,4.99,Riverside,US,CA,2673359,89,Chevrolet,Corvette,car,2015
GASOLINE,5,Fullerton,US,CA,11320201,153,Maserati,Ghibli,car,2016
GASOLINE,4.98,Azusa,US,CA,4229573,33,Hyundai,Elantra,car,2020
ELECTRIC,5,Chino Hills,US,CA,1417175,99,Tesla,Model 3,car,2018
GASOLINE,,Murrieta,US,CA,15293332,99,Toyota,Supra,car,2020
GASOLINE,,Los Angeles,US,CA,6410040,535,Ferrari,348 Spider,car,1995
GASOLINE,4.82,Santa Ana,US,CA,7294319,98,Chevrolet,Corvette,car,2018
HYBRID,5,Ontario,US,CA,1096811,36,Toyota,Prius c,car,2016
GASOLINE,5,Pasadena,US,CA,4423729,75,Dodge,Challenger,car,2018
GASOLINE,4.79,Pomona,US,CA,9722950,45,Chevrolet,Impala,car,2019
GASOLINE,5,Buena Park,US,CA,5292463,26,Acura,TSX,car,2012
GASOLINE,4.97,West Hollywood,US,CA,414549,299,Porsche,Panamera,car,2015
GASOLINE,5,Irvine,US,CA,2409889,109,Porsche,Cayenne,suv,2017
ELECTRIC,4.88,San Gabriel,US,CA,161542,135,Tesla,Model X,suv,2016
GASOLINE,,Diamond Bar,US,CA,1448941,106,Mercedes-benz,E-Class,car,2019
,5,Beverly Hills,US,CA,2808193,999,Ferrari,488GTB,car,2019
ELECTRIC,4.99,San Dimas,US,CA,523389,75,Tesla,Model S,car,2015
ELECTRIC,4.36,Pico Rivera,US,CA,9596181,102,Tesla,Model S,car,2013
ELECTRIC,4.6,Los Angeles,US,CA,893373,149,Tesla,Model S,car,2016
GASOLINE,,Los Angeles,US,CA,7041072,55,Jeep,Cherokee,suv,2016
GASOLINE,,Rancho Cucamonga,US,CA,677974,138,Mercedes-Benz,GLC-Class,suv,2016
GASOLINE,4.9,Corona,US,CA,2126061,128,BMW,6 Series,car,2017
GASOLINE,5,Brea,US,CA,15038674,127,BMW,X5,suv,2019
GASOLINE,5,Chino Hills,US,CA,14686585,149,Mercedes-benz,GLE-Class,suv,2020
GASOLINE,5,Azusa,US,CA,65356,40,Honda,Odyssey,minivan,2016
GASOLINE,,Commerce,US,CA,13000175,50,Kia,Sorento,suv,2018
ELECTRIC,5,Irwindale,US,CA,3240182,110,Tesla,Model S,car,2016
ELECTRIC,4.78,Los Angeles,US,CA,893373,138,Tesla,Model S,car,2017
GASOLINE,4.77,Gardena,US,CA,3248814,99,Mercedes-Benz,E-Class,car,2018
ELECTRIC,5,Diamond Bar,US,CA,3073259,105,Tesla,Model S,car,2017
GASOLINE,5,Glendora,US,CA,2783239,47,Pontiac,Solstice,car,2007
GASOLINE,4.5,Pomona,US,CA,9722950,56,Nissan,Rogue,suv,2020
GASOLINE,5,Irvine,US,CA,3248023,150,BMW,M4,car,2017
HYBRID,5,Riverside,US,CA,4216964,67,BMW,i3,car,2016
GASOLINE,4.99,Upland,US,CA,354032,29,Honda,Civic,car,2011
GASOLINE,5,Menifee,US,CA,2087524,105,Polaris,Slingshot,car,2017
GASOLINE,4.63,Gardena,US,CA,3248814,89,BMW,4 Series,car,2018
GASOLINE,4.98,Los Angeles,US,CA,6410040,74,FIAT,124 Spider,car,2018
GASOLINE,5,Anaheim,US,CA,614480,95,BMW,X5,suv,2019
GASOLINE,4.8,Gardena,US,CA,3248814,90,Audi,A5,car,2018
,5,Los Angeles,US,CA,2041686,229,Mercedes-Benz,G-Class,suv,2013
GASOLINE,4.67,Riverside,US,CA,2087524,70,Ford,Mustang,car,2018
GASOLINE,4.92,Los Angeles,US,CA,2041686,229,Mercedes-Benz,G-Class,suv,2013
GASOLINE,5,Norco,US,CA,15201635,65,Jeep,Grand Cherokee,suv,2018
GASOLINE,,Irvine,US,CA,2409889,89,Ford,Mustang,car,2019
GASOLINE,5,Orange,US,CA,8200985,108,Toyota,Supra,car,2020
HYBRID,4.94,Irvine,US,CA,3248023,269,BMW,I8,car,2019
GASOLINE,4.86,Anaheim,US,CA,10421330,58,Ford,Mustang,car,2018
GASOLINE,4.61,Gardena,US,CA,3248814,97,Porsche,Boxster,car,2007
GASOLINE,4.63,Beaumont,US,CA,4903776,65,Chrysler,Pacifica,minivan,2018
,5,Jurupa Valley,US,CA,14740742,108,Polaris,Slingshot,car,2015
GASOLINE,4.94,Schaumburg,US,IL,2966298,40,Ford,Fiesta,car,2017
GASOLINE,4.98,Schaumburg,US,IL,2966298,40,Ford,Focus,car,2018
GASOLINE,4.96,Wheeling,US,IL,2275136,35,Mazda,MAZDA2,car,2012
GASOLINE,5,Schaumburg,US,IL,2966298,40,Ford,Focus,car,2018
ELECTRIC,4.96,Schaumburg,US,IL,2966298,129,Tesla,Model 3,car,2018
GASOLINE,,Wheeling,US,IL,2275136,25,Dodge,Caliber,car,2010
HYBRID,4.98,Bensenville,US,IL,1090921,249,BMW,i8,car,2015
GASOLINE,4.75,Des Plaines,US,IL,4135185,50,Honda,Accord,car,2013
GASOLINE,4.96,Wheeling,US,IL,2275136,30,Chevrolet,Spark,car,2014
ELECTRIC,4.96,Elmwood Park,US,IL,1282281,97,Tesla,Model S,car,2013
ELECTRIC,4.96,Chicago,US,IL,1149269,102,Tesla,Model S,car,2016
GASOLINE,4.79,Bensenville,US,IL,1090921,169,Chevrolet,Corvette,car,2015
ELECTRIC,5,Forest Park,US,IL,964203,269,Tesla,Model X,suv,2016
GASOLINE,5,Chicago,US,IL,7890175,49,Audi,A4,car,2013
GASOLINE,4.99,Schaumburg,US,IL,2966298,40,Ford,Fiesta,car,2017
GASOLINE,4.57,Lake in the Hills,US,IL,10960334,139,Chevrolet,Corvette,car,2013
GASOLINE,5,Northbrook,US,IL,5511422,129,Porsche,Panamera,car,2012
GASOLINE,5,Chicago,US,IL,1149269,112,Mazda,MX-5 Miata RF,car,2017
GASOLINE,5,Schaumburg,US,IL,2966298,40,Ford,Fiesta,car,2017
GASOLINE,4.99,Schaumburg,US,IL,2966298,40,Ford,Fiesta,car,2017
ELECTRIC,4.97,Chicago,US,IL,1481507,141,Tesla,Model 3,car,2018
GASOLINE,5,Bensenville,US,IL,1090921,499,Ferrari,California,car,2010
ELECTRIC,5,Chicago,US,IL,1481507,124,Tesla,Model 3,car,2020
ELECTRIC,,Park Ridge,US,IL,15005391,94,Tesla,Model 3,car,2020
ELECTRIC,5,Chicago,US,IL,1149269,118,Tesla,Model 3,car,2019
GASOLINE,5,Lake Bluff,US,IL,7849970,86,Ford,F-150,truck,2019
ELECTRIC,5,Bartlett,US,IL,7511156,250,Tesla,Model S,car,2016
GASOLINE,5,Des Plaines,US,IL,8175844,60,BMW,5 Series,car,2011
ELECTRIC,5,Highland Park,US,IL,14862948,208,Tesla,Model X,suv,2018
GASOLINE,5,Chicago,US,IL,2458269,43,Kia,Optima,car,2015
GASOLINE,5,Deerfield,US,IL,9664494,379,Porsche,911,car,2012
GASOLINE,5,Des Plaines,US,IL,8175844,42,Lexus,ES 350,car,2013
GASOLINE,5,Buffalo Grove,US,IL,9664494,269,BMW,M5,car,2015
GASOLINE,,Des Plaines,US,IL,4547465,80,Mercedes-Benz,GL-Class,suv,2008
ELECTRIC,5,Morton Grove,US,IL,212995,110,Tesla,Model S,car,2014
GASOLINE,5,Skokie,US,IL,9263922,39,Buick,Verano,car,2014
GASOLINE,5,Des Plaines,US,IL,8681459,75,Jeep,Renegade,suv,2017
GASOLINE,4.93,Chicago,US,IL,3125148,255,Land Rover,Range Rover Velar,suv,2019
GASOLINE,4.96,Chicago,US,IL,640475,79,BMW,X1,suv,2016
ELECTRIC,5,Chicago,US,IL,3647591,92,Tesla,Model 3,car,2019
GASOLINE,4.79,Chicago,US,IL,640475,79,Mercedes-Benz,C-Class,car,2016
GASOLINE,4.9,Chicago,US,IL,1149269,76,Jeep,Wrangler,suv,2015
GASOLINE,4.89,Chicago,US,IL,507959,369,Chevrolet,Corvette,car,2017
GASOLINE,5,Elgin,US,IL,800376,125,Hyundai,Genesis G70,car,2019
GASOLINE,5,Des Plaines,US,IL,4547465,38,Chevrolet,Cruze,car,2018
GASOLINE,5,Buffalo Grove,US,IL,9664494,199,Land Rover,LR4,suv,2013
GASOLINE,5,Chicago,US,IL,551014,175,Mercedes-Benz,C-Class,car,2014
ELECTRIC,5,Elmhurst,US,IL,1606369,295,Tesla,Model 3,car,2018
GASOLINE,4.75,Schaumburg,US,IL,1209902,80,Mercedes-Benz,M-Class,suv,2008
GASOLINE,5,Park Ridge,US,IL,14647420,44,Subaru,Forester,suv,2017
GASOLINE,5,Glenview,US,IL,8878260,95,Lexus,RX 350,suv,2017
GASOLINE,4.79,Chicago,US,IL,800376,55,Ford,Fusion,car,2013
GASOLINE,5,Chicago,US,IL,11672196,60,Volkswagen,Passat,car,2014
GASOLINE,4.5,Chicago,US,IL,9645970,200,Land Rover,Range Rover Evoque,suv,2013
GASOLINE,,Elk Grove Village,US,IL,9794914,82,Ford,Mustang,car,2019
GASOLINE,5,Chicago,US,IL,3791022,136,Dodge,Durango,suv,2019
DIESEL,,Bartlett,US,IL,355576,173,BMW,X5,suv,2014
GASOLINE,5,Chicago,US,IL,7966843,160,Ford,Transit Wagon,van,2018
GASOLINE,5,Chicago,US,IL,7966843,160,Ford,Transit Wagon,van,2018
GASOLINE,5,Chicago,US,IL,7966843,160,Ford,Transit Wagon,van,2018
GASOLINE,5,Mount Prospect,US,IL,9611532,49,Lexus,ES 350,car,2009
GASOLINE,4.43,Glenview,US,IL,8878260,79,Honda,Odyssey,minivan,2015
GASOLINE,5,Chicago,US,IL,7966843,130,Ford,Transit Wagon,van,2017
GASOLINE,4.92,Chicago,US,IL,10969679,30,Toyota,Yaris,car,2008
GASOLINE,5,Chicago,US,IL,7966843,140,Ford,Transit Wagon,van,2015
GASOLINE,4.95,Chicago,US,IL,1759458,72,Mercedes-Benz,CLA-Class,car,2014
GASOLINE,5,Virginia Beach,US,VA,10757357,38,Ford,Fiesta,car,2019
GASOLINE,5,Chesapeake,US,VA,15501759,135,Polaris,Slingshot,car,2020
ELECTRIC,,Newport News,US,VA,15207441,143,Tesla,Model S,car,2016
GASOLINE,4.99,Norfolk,US,VA,3670797,52,Hyundai,Elantra,car,2018
GASOLINE,4.96,Virginia Beach,US,VA,7878297,44,Hyundai,Accent,car,2018
GASOLINE,4.98,Virginia Beach,US,VA,7878297,44,Hyundai,Accent,car,2018
ELECTRIC,,Virginia Beach,US,VA,15524263,165,Tesla,Model 3,car,2020
GASOLINE,4.94,Virginia Beach,US,VA,7878297,48,Hyundai,Tucson,suv,2018
,,Newport News,US,VA,10889638,112,Polaris,Slingshot,car,2019
,,Newport News,US,VA,10889638,181,Polaris,Slingshot,car,2019
GASOLINE,,Newport News,US,VA,10889638,70,Mercedes-Benz,C-Class,car,2014
GASOLINE,5,Virginia Beach,US,VA,6834359,115,Toyota,Tundra,truck,2018
HYBRID,4.93,Virginia Beach,US,VA,10817737,42,Ford,Fusion,car,2010
GASOLINE,5,Virginia Beach,US,VA,10907312,70,Ford,Fusion,car,2017
GASOLINE,5,West Palm Beach,US,FL,12194762,49,Mazda,MX-5 Miata,car,2016
GASOLINE,,Palm Beach,US,FL,386742,30,Nissan,Sentra,car,2015
GASOLINE,5,Riviera Beach,US,FL,15162497,39,Subaru,Impreza,car,2017
ELECTRIC,5,Lake Worth,US,FL,1036065,100,Tesla,Model S,car,2015
GASOLINE,4.93,West Palm Beach,US,FL,12194762,40,Volkswagen,Jetta,car,2017
GASOLINE,5,West Palm Beach,US,FL,12194762,56,Audi,Q3,suv,2017
GASOLINE,5,Boynton Beach,US,FL,14266216,36,Hyundai,Sonata,car,2013
GASOLINE,5,West Palm Beach,US,FL,12194762,45,Volkswagen,Tiguan,suv,2016
ELECTRIC,5,Wellington,US,FL,14907401,114,Tesla,Model S,car,2016
GASOLINE,5,West Palm Beach,US,FL,12194762,45,MINI,Cooper Countryman,car,2013
GASOLINE,5,Port St. Lucie,US,FL,13615207,90,Chevrolet,Tahoe,suv,2017
GASOLINE,5,West Palm Beach,US,FL,2026947,45,Mazda,CX-5,suv,2016
ELECTRIC,4.83,West Palm Beach,US,FL,9602588,180,Tesla,Model 3,car,2019
ELECTRIC,5,West Palm Beach,US,FL,5523649,124,Tesla,Model 3,car,2019
GASOLINE,5,Deerfield Beach,US,FL,8669035,55,Ford,Mustang,car,2017
GASOLINE,5,Boca Raton,US,FL,2410003,65,Ford,Mustang,car,2017
GASOLINE,4.97,Boynton Beach,US,FL,6924112,49,Jeep,Wrangler,suv,2018
GASOLINE,4.94,Wellington,US,FL,3088614,130,Jaguar,F-TYPE,car,2014
GASOLINE,4.7,Miramar,US,FL,2254494,219,Aston Martin,DB9,car,2010
HYBRID,4.96,Boca Raton,US,FL,2410003,32,Toyota,Prius,car,2010
GASOLINE,5,Boca Raton,US,FL,9701822,69,Chevrolet,Camaro,car,2019
GASOLINE,5,Boynton Beach,US,FL,12011311,132,Subaru,WRX,car,2016
GASOLINE,5,West Palm Beach,US,FL,10128079,245,Chevrolet,Corvette,car,2019
ELECTRIC,4.97,Sunrise,US,FL,640814,157,Tesla,Model 3,car,2019
GASOLINE,5,Boca Raton,US,FL,4020026,59,Ford,Mustang,car,2017
GASOLINE,5,Coral Springs,US,FL,7152323,79,Toyota,Sienna,minivan,2018
GASOLINE,4.8,Coral Springs,US,FL,10392344,175,Mercedes-Benz,S-Class,car,2014
,4.7,Miami,US,FL,864946,229,Chevrolet,Corvette,car,2019
GASOLINE,5,Boynton Beach,US,FL,6113037,40,Toyota,Camry,car,2020
GASOLINE,5,Miami Beach,US,FL,9541863,1199,Lamborghini,Huracan,car,2016
GASOLINE,4.94,Boynton Beach,US,FL,6924112,53,Jeep,Wrangler Unlimited,suv,2020
GASOLINE,5,Riviera Beach,US,FL,15462316,40,Volvo,S60,car,2014
GASOLINE,5,Boynton Beach,US,FL,6113037,80,Toyota,Tundra,truck,2020
GASOLINE,5,Coconut Creek,US,FL,15638205,80,Cadillac,XTS,car,2017
GASOLINE,5,Sunrise,US,FL,2168708,119,Chevrolet,Corvette Stingray,car,2014
GASOLINE,4.97,Boynton Beach,US,FL,6190641,72,Mercedes-Benz,E-Class,car,2014
GASOLINE,5,Aventura,US,FL,8035496,123,Porsche,Macan,suv,2020
GASOLINE,5,Coral Springs,US,FL,10392344,247,Mercedes-Benz,AMG GT,car,2018
GASOLINE,5,Boynton Beach,US,FL,6924112,90,Jeep,Wrangler Unlimited,suv,2020
HYBRID,5,Boca Raton,US,FL,2410003,54,Lexus,RX 450h,suv,2013
GASOLINE,5,Miami Beach,US,FL,3237409,150,Land Rover,Range Rover Sport,suv,2014
ELECTRIC,5,Sunrise,US,FL,640814,100,Tesla,Model S,car,2012
ELECTRIC,4.95,Deerfield Beach,US,FL,1150655,160,Tesla,Model X,suv,2017
GASOLINE,5,North Miami,US,FL,4800235,167,Land Rover,Range Rover Velar,suv,2019
GASOLINE,4.75,Miami Beach,US,FL,9541863,1199,Ferrari,488GTB,car,2018
GASOLINE,,Coconut Creek,US,FL,15638205,45,Volkswagen,Eos,car,2013
